element,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,threat,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,gameweek_x,fdr,total_points,total_points_cumulative,assists_in_prev_1,assists_in_prev_3,assists_in_prev_5,assists_in_prev_10,bonus_in_prev_1,bonus_in_prev_3,bonus_in_prev_5,bonus_in_prev_10,bps_in_prev_1,bps_in_prev_3,bps_in_prev_5,bps_in_prev_10,clean_sheets_in_prev_1,clean_sheets_in_prev_3,clean_sheets_in_prev_5,clean_sheets_in_prev_10,goals_conceded_in_prev_1,goals_conceded_in_prev_3,goals_conceded_in_prev_5,goals_conceded_in_prev_10,goals_scored_in_prev_1,goals_scored_in_prev_3,goals_scored_in_prev_5,goals_scored_in_prev_10,minutes_in_prev_1,minutes_in_prev_3,minutes_in_prev_5,minutes_in_prev_10,own_goals_in_prev_1,own_goals_in_prev_3,own_goals_in_prev_5,own_goals_in_prev_10,penalties_missed_in_prev_1,penalties_missed_in_prev_3,penalties_missed_in_prev_5,penalties_missed_in_prev_10,penalties_saved_in_prev_1,penalties_saved_in_prev_3,penalties_saved_in_prev_5,penalties_saved_in_prev_10,red_cards_in_prev_1,red_cards_in_prev_3,red_cards_in_prev_5,red_cards_in_prev_10,yellow_cards_in_prev_1,yellow_cards_in_prev_3,yellow_cards_in_prev_5,yellow_cards_in_prev_10,saves_in_prev_1,saves_in_prev_3,saves_in_prev_5,saves_in_prev_10,selected_in_prev_1,selected_in_prev_3,selected_in_prev_5,selected_in_prev_10,threat_in_prev_1,threat_in_prev_3,threat_in_prev_5,threat_in_prev_10,transfers_in_in_prev_1,transfers_in_in_prev_3,transfers_in_in_prev_5,transfers_in_in_prev_10,transfers_out_in_prev_1,transfers_out_in_prev_3,transfers_out_in_prev_5,transfers_out_in_prev_10,total_points_in_prev_1,total_points_in_prev_3,total_points_in_prev_5,total_points_in_prev_10,fdr_in_prev_1,fdr_in_prev_2,fdr_in_prev_3
168,0,0,7,0,10.0,2,0,1.9,9.0,90,0,0,0,0,1,960330,0.0,-44584,2307,46891,55,True,0,38,4,1,156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,38.0,70.0,181.0,0.0,1.0,1.0,4.0,2.0,5.0,10.0,13.0,0.0,0.0,0.0,0.0,90.0,270.0,450.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,17.0,960330.0,3012870.0,5123091.0,10261025.0,0.0,0.0,2.0,2.0,2307.0,9032.0,61822.0,193414.0,46891.0,102414.0,127332.0,310725.0,1.0,8.0,13.0,43.0,,,
169,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,6635,0.0,-20,36,56,42,True,0,38,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6635.0,19903.0,33193.0,66189.0,0.0,0.0,0.0,0.0,36.0,61.0,92.0,340.0,56.0,116.0,169.0,492.0,0.0,0.0,0.0,0.0,,,
170,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,12075,0.0,-32,47,79,42,True,0,38,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12075.0,36256.0,60467.0,120763.0,0.0,0.0,0.0,0.0,47.0,81.0,131.0,434.0,79.0,153.0,249.0,704.0,0.0,0.0,0.0,0.0,,,
171,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,921995,0.0,-22542,91,22633,73,True,0,38,4,0,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921995.0,2831800.0,4871417.0,11337774.0,0.0,0.0,0.0,91.0,91.0,316.0,843.0,181759.0,22633.0,68571.0,221062.0,772967.0,0.0,0.0,0.0,9.0,,,
172,0,0,3,0,0.0,1,0,2.0,3.2,17,0,0,0,0,0,156582,17.0,-9692,5447,15139,58,True,0,38,4,1,133,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,13.0,21.0,116.0,0.0,1.0,1.0,3.0,1.0,4.0,6.0,8.0,0.0,0.0,0.0,2.0,17.0,175.0,225.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156582.0,496701.0,886856.0,2148780.0,17.0,92.0,131.0,214.0,5447.0,16701.0,51048.0,221141.0,15139.0,50512.0,90582.0,423421.0,1.0,6.0,8.0,40.0,,,
173,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2164,0.0,8,11,3,51,True,0,38,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2164.0,6472.0,10776.0,21573.0,0.0,0.0,0.0,0.0,11.0,24.0,30.0,62.0,3.0,10.0,27.0,79.0,0.0,0.0,0.0,0.0,,,
174,0,0,12,0,2.1,1,0,1.9,8.4,72,0,0,0,0,0,11824,8.0,-209,12,221,51,True,0,38,4,2,38,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,12.0,12.0,26.0,98.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,72.0,72.0,145.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11824.0,36152.0,61266.0,123720.0,8.0,8.0,10.0,42.0,12.0,53.0,375.0,2167.0,221.0,796.0,1168.0,2924.0,2.0,2.0,4.0,21.0,,,
175,0,0,5,0,19.0,1,0,5.2,3.4,17,0,0,0,0,0,21130,30.0,-115,489,604,50,True,0,38,4,1,44,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,34.0,50.0,71.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,17.0,76.0,90.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21130.0,62982.0,103776.0,201073.0,30.0,81.0,85.0,107.0,489.0,1561.0,2800.0,6646.0,604.0,1348.0,2379.0,4520.0,1.0,8.0,12.0,20.0,,,
176,0,0,16,0,1.3,2,0,1.9,16.6,90,0,0,0,0,0,132285,1.0,-515,1248,1763,50,True,0,38,4,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,41.0,60.0,105.0,0.0,1.0,1.0,4.0,2.0,5.0,10.0,13.0,0.0,0.0,0.0,0.0,90.0,249.0,420.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,132285.0,397266.0,661964.0,1311210.0,1.0,12.0,23.0,52.0,1248.0,3394.0,8142.0,22886.0,1763.0,4591.0,8256.0,20228.0,2.0,7.0,10.0,21.0,,,
177,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,12696,0.0,81,261,180,43,True,0,38,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12696.0,37680.0,62612.0,123592.0,0.0,0.0,0.0,0.0,261.0,546.0,974.0,3242.0,180.0,525.0,967.0,2710.0,0.0,0.0,0.0,0.0,,,
178,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,19463,0.0,-179,307,486,42,True,0,38,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19463.0,58581.0,99038.0,203030.0,0.0,0.0,0.0,0.0,307.0,594.0,1428.0,9267.0,486.0,1218.0,2695.0,8962.0,0.0,0.0,0.0,0.0,,,
179,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,60499,0.0,-285,371,656,43,True,0,38,4,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60499.0,182096.0,305050.0,613746.0,0.0,0.0,0.0,0.0,371.0,733.0,1542.0,7227.0,656.0,1777.0,3484.0,9714.0,0.0,1.0,1.0,5.0,,,
180,0,0,6,0,1.5,1,0,0.4,2.2,72,0,0,0,0,0,56819,0.0,262,1447,1185,42,True,0,38,4,2,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,9.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,72.0,91.0,91.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56819.0,168759.0,282310.0,584955.0,0.0,0.0,0.0,0.0,1447.0,2416.0,3063.0,13419.0,1185.0,2686.0,5011.0,18621.0,2.0,3.0,3.0,5.0,,,
181,1,0,22,0,29.5,1,0,6.2,28.0,90,0,0,0,0,0,1403234,4.0,23057,46192,23135,70,False,0,38,2,5,188,1.0,3.0,4.0,5.0,0.0,3.0,5.0,5.0,22.0,89.0,143.0,206.0,0.0,0.0,0.0,2.0,1.0,6.0,7.0,11.0,0.0,0.0,1.0,1.0,90.0,270.0,405.0,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1403234.0,4102133.0,6774908.0,13710525.0,4.0,47.0,74.0,85.0,46192.0,99385.0,137811.0,268419.0,23135.0,55787.0,95242.0,413069.0,5.0,16.0,30.0,44.0,,,
182,0,0,3,0,0.8,0,0,0.2,1.0,5,0,0,0,0,0,2952884,0.0,-20837,42550,63387,77,False,0,38,2,1,222,0.0,1.0,1.0,1.0,0.0,3.0,3.0,6.0,3.0,57.0,74.0,195.0,0.0,0.0,0.0,3.0,0.0,5.0,7.0,12.0,0.0,1.0,1.0,2.0,5.0,185.0,296.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2952884.0,8977546.0,15433875.0,31596681.0,0.0,20.0,29.0,79.0,42550.0,62910.0,120886.0,353204.0,63387.0,315567.0,389285.0,761704.0,1.0,14.0,17.0,46.0,,,
183,0,1,26,0,2.6,1,1,9.2,53.6,90,0,0,0,0,0,3210350,36.0,-29761,28952,58713,65,False,0,38,2,9,186,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,26.0,44.0,77.0,202.0,0.0,0.0,0.0,3.0,1.0,6.0,8.0,13.0,1.0,1.0,1.0,1.0,90.0,270.0,450.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3210350.0,9737970.0,16449091.0,32904305.0,36.0,71.0,73.0,133.0,28952.0,57026.0,145722.0,427096.0,58713.0,194927.0,246904.0,624091.0,9.0,11.0,15.0,43.0,,,
184,0,0,20,0,2.1,1,0,2.4,21.4,90,0,0,0,0,0,296053,0.0,187,12842,12655,53,False,0,38,2,2,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,45.0,63.0,145.0,0.0,0.0,0.0,2.0,1.0,6.0,8.0,12.0,0.0,0.0,0.0,0.0,90.0,270.0,450.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,296053.0,888352.0,1530367.0,3128837.0,0.0,2.0,2.0,4.0,12842.0,22301.0,58715.0,140347.0,12655.0,47833.0,62638.0,260821.0,2.0,3.0,5.0,19.0,,,
185,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,82340,0.0,-183,29,212,52,False,0,38,2,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82340.0,247510.0,413448.0,836026.0,0.0,0.0,0.0,4.0,29.0,49.0,71.0,3080.0,212.0,563.0,1225.0,5977.0,0.0,0.0,0.0,6.0,,,
186,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,15299,0.0,59,145,86,53,False,0,38,2,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15299.0,45550.0,75765.0,151870.0,0.0,0.0,0.0,20.0,145.0,251.0,269.0,1286.0,86.0,177.0,428.0,1366.0,0.0,0.0,0.0,1.0,,,
187,1,0,10,0,27.8,0,0,5.7,23.6,26,0,0,0,0,0,771677,6.0,-2939,9437,12376,93,False,0,38,2,4,164,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,10.0,54.0,75.0,91.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,11.0,0.0,1.0,1.0,1.0,26.0,172.0,348.0,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771677.0,2330980.0,3972614.0,8762544.0,6.0,37.0,156.0,277.0,9437.0,14671.0,24266.0,116986.0,12376.0,52802.0,126203.0,668546.0,4.0,14.0,18.0,27.0,,,
188,0,2,31,0,3.8,1,1,5.1,30.4,63,0,0,0,0,0,182995,17.0,972,2520,1548,51,False,0,38,2,8,71,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,31.0,37.0,37.0,48.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,63.0,73.0,73.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,182995.0,545649.0,914668.0,1832359.0,17.0,19.0,19.0,53.0,2520.0,3643.0,7156.0,25029.0,1548.0,5888.0,12188.0,27613.0,8.0,10.0,10.0,14.0,,,
189,0,0,10,0,0.0,1,0,0.9,8.8,90,0,0,0,0,1,696011,0.0,-4380,6014,10394,62,False,0,38,2,2,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,31.0,56.0,150.0,0.0,0.0,0.0,3.0,1.0,6.0,8.0,12.0,0.0,0.0,0.0,0.0,90.0,270.0,450.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,13.0,696011.0,2104060.0,3558360.0,7114451.0,0.0,0.0,0.0,0.0,6014.0,9728.0,33532.0,106399.0,10394.0,41057.0,55270.0,229893.0,2.0,4.0,8.0,33.0,,,
190,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2571,0.0,18,41,23,45,False,0,38,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2571.0,7636.0,12670.0,25227.0,0.0,0.0,0.0,0.0,41.0,77.0,97.0,174.0,23.0,43.0,61.0,161.0,0.0,0.0,0.0,0.0,,,
191,0,0,2,0,24.0,0,0,6.0,1.6,26,0,0,0,0,0,2457006,34.0,-102494,31724,134218,125,False,0,38,2,1,249,0.0,1.0,2.0,4.0,0.0,0.0,3.0,5.0,2.0,14.0,62.0,155.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,12.0,0.0,0.0,2.0,4.0,26.0,186.0,366.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2457006.0,7625996.0,13042630.0,27329609.0,34.0,167.0,373.0,582.0,31724.0,81509.0,207904.0,452300.0,134218.0,365071.0,488314.0,1388642.0,1.0,8.0,28.0,56.0,,,
192,0,0,18,0,2.6,0,1,5.5,33.8,26,0,0,0,0,0,1485737,19.0,-51974,12718,64692,121,False,0,38,2,6,222,0.0,1.0,1.0,2.0,0.0,1.0,1.0,8.0,18.0,69.0,86.0,208.0,0.0,0.0,0.0,3.0,0.0,5.0,6.0,11.0,1.0,2.0,2.0,5.0,26.0,202.0,321.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1485737.0,4574730.0,8012837.0,17066821.0,19.0,107.0,171.0,309.0,12718.0,32496.0,77493.0,379834.0,64692.0,219665.0,359568.0,794984.0,6.0,19.0,21.0,59.0,,,
193,1,0,14,0,19.0,1,0,3.8,17.8,63,0,0,0,0,0,43984,1.0,1473,2501,1028,61,False,0,38,2,5,88,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,46.0,59.0,82.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,6.0,0.0,1.0,1.0,1.0,63.0,134.0,203.0,462.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43984.0,127286.0,212804.0,448287.0,1.0,37.0,67.0,114.0,2501.0,3431.0,4884.0,14540.0,1028.0,3099.0,6038.0,29466.0,5.0,13.0,16.0,22.0,,,
194,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,17178,0.0,53,125,72,63,False,0,38,2,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17178.0,51214.0,85045.0,169576.0,0.0,0.0,0.0,0.0,125.0,241.0,336.0,420.0,72.0,158.0,250.0,593.0,0.0,1.0,1.0,1.0,,,
195,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,9917,0.0,331,427,96,57,False,0,38,2,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9917.0,28758.0,47615.0,94402.0,0.0,0.0,0.0,0.0,427.0,463.0,505.0,869.0,96.0,180.0,308.0,782.0,0.0,0.0,0.0,1.0,,,
196,0,0,13,0,7.9,1,0,4.2,11.2,84,0,0,0,0,0,27988,23.0,3266,4403,1137,58,False,0,38,2,2,53,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,52.0,84.0,122.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,6.0,0.0,1.0,1.0,1.0,84.0,178.0,259.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27988.0,74470.0,119090.0,216403.0,23.0,37.0,41.0,51.0,4403.0,6019.0,11373.0,17255.0,1137.0,4066.0,5122.0,9845.0,2.0,10.0,16.0,27.0,,,
197,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,94579,0.0,-612,2788,3400,54,False,0,38,2,0,79,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,20.0,44.0,151.0,0.0,0.0,0.0,3.0,0.0,5.0,6.0,11.0,0.0,0.0,0.0,1.0,0.0,180.0,299.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,94579.0,284340.0,469049.0,877903.0,0.0,0.0,10.0,31.0,2788.0,10514.0,16587.0,40709.0,3400.0,8154.0,16519.0,24824.0,0.0,4.0,10.0,34.0,,,
198,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,92125,0.0,-4505,166,4671,52,False,0,38,2,0,132,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,32.0,77.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,79.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92125.0,291333.0,552002.0,1239108.0,0.0,0.0,34.0,50.0,166.0,385.0,9644.0,103954.0,4671.0,28546.0,64762.0,143098.0,0.0,0.0,9.0,17.0,,,
199,0,0,14,0,15.6,1,0,3.4,16.2,90,0,0,0,0,0,164486,2.0,3620,6304,2684,54,False,0,38,2,2,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,64.0,88.0,130.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,11.0,0.0,1.0,1.0,1.0,90.0,237.0,407.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164486.0,483005.0,804977.0,1646888.0,2.0,60.0,91.0,126.0,6304.0,9639.0,14350.0,41963.0,2684.0,8492.0,16107.0,53968.0,2.0,11.0,15.0,24.0,,,
200,0,0,19,0,35.0,1,0,5.7,22.4,90,0,0,0,0,0,34953,0.0,55,151,96,53,False,0,38,2,2,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,21.0,37.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,90.0,114.0,124.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34953.0,104630.0,174670.0,352268.0,0.0,0.0,0.0,19.0,151.0,178.0,343.0,1593.0,96.0,366.0,648.0,2726.0,2.0,3.0,4.0,6.0,,,
201,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,418,0.0,-2,11,13,45,False,0,38,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,1255.0,2089.0,4158.0,0.0,0.0,0.0,0.0,11.0,27.0,39.0,78.0,13.0,25.0,36.0,72.0,0.0,0.0,0.0,0.0,,,
202,0,0,26,1,5.0,0,0,1.8,12.6,90,0,0,0,0,0,318208,0.0,28353,37623,9270,63,True,0,38,2,6,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,60.0,90.0,166.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,90.0,163.0,253.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318208.0,882584.0,1422022.0,2677874.0,0.0,33.0,33.0,58.0,37623.0,68678.0,101974.0,414574.0,9270.0,30487.0,49024.0,162915.0,6.0,18.0,24.0,36.0,,,
