element,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,threat,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,gameweek_x,fdr,total_points,total_points_cumulative,assists_in_prev_1,assists_in_prev_3,assists_in_prev_5,assists_in_prev_10,bonus_in_prev_1,bonus_in_prev_3,bonus_in_prev_5,bonus_in_prev_10,bps_in_prev_1,bps_in_prev_3,bps_in_prev_5,bps_in_prev_10,clean_sheets_in_prev_1,clean_sheets_in_prev_3,clean_sheets_in_prev_5,clean_sheets_in_prev_10,goals_conceded_in_prev_1,goals_conceded_in_prev_3,goals_conceded_in_prev_5,goals_conceded_in_prev_10,goals_scored_in_prev_1,goals_scored_in_prev_3,goals_scored_in_prev_5,goals_scored_in_prev_10,minutes_in_prev_1,minutes_in_prev_3,minutes_in_prev_5,minutes_in_prev_10,own_goals_in_prev_1,own_goals_in_prev_3,own_goals_in_prev_5,own_goals_in_prev_10,penalties_missed_in_prev_1,penalties_missed_in_prev_3,penalties_missed_in_prev_5,penalties_missed_in_prev_10,penalties_saved_in_prev_1,penalties_saved_in_prev_3,penalties_saved_in_prev_5,penalties_saved_in_prev_10,red_cards_in_prev_1,red_cards_in_prev_3,red_cards_in_prev_5,red_cards_in_prev_10,yellow_cards_in_prev_1,yellow_cards_in_prev_3,yellow_cards_in_prev_5,yellow_cards_in_prev_10,saves_in_prev_1,saves_in_prev_3,saves_in_prev_5,saves_in_prev_10,selected_in_prev_1,selected_in_prev_3,selected_in_prev_5,selected_in_prev_10,threat_in_prev_1,threat_in_prev_3,threat_in_prev_5,threat_in_prev_10,transfers_in_in_prev_1,transfers_in_in_prev_3,transfers_in_in_prev_5,transfers_in_in_prev_10,transfers_out_in_prev_1,transfers_out_in_prev_3,transfers_out_in_prev_5,transfers_out_in_prev_10,total_points_in_prev_1,total_points_in_prev_3,total_points_in_prev_5,total_points_in_prev_10,fdr_in_prev_1,fdr_in_prev_2,fdr_in_prev_3
500,0,0,1,0,0.8,1,0,0.0,0.0,45,0,0,0,0,0,128498,0.0,-20260,3251,23511,52,True,0,38,4,1,92,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,21.0,28.0,157.0,0.0,1.0,1.0,4.0,1.0,4.0,6.0,9.0,0.0,0.0,0.0,2.0,45.0,208.0,298.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128498.0,452831.0,911429.0,1538248.0,0.0,49.0,72.0,184.0,3251.0,15225.0,48756.0,325251.0,23511.0,83044.0,200111.0,244627.0,1.0,6.0,8.0,47.0,,,
501,0,0,-2,0,2.9,1,0,2.0,0.0,50,0,0,0,0,0,32488,18.0,-723,3585,4308,55,False,0,38,2,1,90,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,-2.0,9.0,50.0,105.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,13.0,0.0,0.0,1.0,2.0,50.0,199.0,309.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32488.0,97078.0,148930.0,347141.0,18.0,44.0,99.0,226.0,3585.0,17273.0,19318.0,107565.0,4308.0,8194.0,18411.0,62821.0,1.0,4.0,16.0,28.0,,,
502,1,0,10,0,24.0,1,0,5.4,15.6,90,0,0,0,0,0,131059,14.0,-4965,5646,10611,57,False,0,38,3,5,131,1.0,1.0,1.0,1.0,0.0,3.0,3.0,6.0,10.0,50.0,53.0,89.0,0.0,1.0,1.0,3.0,1.0,2.0,6.0,8.0,0.0,1.0,1.0,2.0,90.0,252.0,373.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131059.0,397920.0,668067.0,1346386.0,14.0,105.0,160.0,279.0,5646.0,26270.0,35087.0,129299.0,10611.0,23718.0,64639.0,143945.0,5.0,16.0,19.0,32.0,,,
503,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,89019,0.0,-4066,40,4106,43,True,0,38,3,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89019.0,280641.0,508317.0,1076620.0,0.0,0.0,0.0,79.0,40.0,124.0,3148.0,48854.0,4106.0,17514.0,35248.0,62073.0,0.0,0.0,1.0,17.0,,,
504,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,139608,0.0,-1130,3004,4134,42,True,0,38,2,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139608.0,420110.0,717587.0,1726302.0,0.0,0.0,0.0,0.0,3004.0,3943.0,4548.0,146149.0,4134.0,11672.0,31577.0,208505.0,0.0,0.0,0.0,0.0,,,
505,0,0,1,0,0.1,0,0,0.0,0.0,2,0,0,0,0,0,112331,1.0,-1532,590,2122,57,False,0,38,4,1,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,60.0,84.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,112331.0,340531.0,574924.0,1218475.0,1.0,53.0,104.0,124.0,590.0,1913.0,2800.0,20732.0,2122.0,5579.0,12143.0,69373.0,1.0,3.0,3.0,7.0,,,
506,0,0,21,1,18.1,0,0,3.7,10.8,90,0,0,0,0,0,64916,8.0,1445,5426,3981,49,True,0,38,4,6,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,44.0,88.0,119.0,1.0,1.0,1.0,2.0,0.0,5.0,9.0,9.0,0.0,0.0,0.0,0.0,90.0,190.0,354.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64916.0,202290.0,312835.0,604009.0,8.0,9.0,18.0,18.0,5426.0,22984.0,33241.0,57056.0,3981.0,14805.0,18694.0,63545.0,6.0,7.0,9.0,17.0,,,
507,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5425,0.0,-46,13,59,45,False,0,38,4,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5425.0,16371.0,27456.0,56117.0,0.0,0.0,0.0,0.0,13.0,49.0,76.0,287.0,59.0,139.0,298.0,889.0,0.0,0.0,0.0,0.0,,,
508,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7084,0.0,-33,10,43,55,True,0,38,3,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7084.0,21363.0,35839.0,73344.0,0.0,0.0,0.0,11.0,10.0,25.0,34.0,732.0,43.0,148.0,330.0,1258.0,0.0,0.0,0.0,3.0,,,
509,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,56811,0.0,-199,326,525,43,False,0,38,3,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56811.0,170822.0,285768.0,582832.0,0.0,0.0,0.0,0.0,326.0,711.0,943.0,3033.0,525.0,1343.0,2390.0,8566.0,0.0,0.0,0.0,0.0,,,
510,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,10358,0.0,-41,8,49,45,True,0,38,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10358.0,31181.0,52136.0,105526.0,0.0,0.0,0.0,0.0,8.0,27.0,40.0,108.0,49.0,116.0,217.0,860.0,0.0,0.0,0.0,0.0,,,
511,0,0,10,0,16.8,1,0,3.0,12.8,32,0,0,0,0,0,54284,0.0,4294,5304,1010,50,True,0,38,2,1,74,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,35.0,40.0,52.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,32.0,122.0,167.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54284.0,151704.0,249612.0,546890.0,0.0,0.0,9.0,10.0,5304.0,6667.0,7755.0,12699.0,1010.0,2875.0,4618.0,48002.0,1.0,8.0,9.0,10.0,,,
512,1,0,27,0,3.3,3,1,13.3,38.8,90,0,0,0,0,0,14786,91.0,-939,698,1637,58,False,0,38,4,9,39,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,27.0,31.0,65.0,70.0,0.0,0.0,0.0,0.0,3.0,6.0,8.0,12.0,1.0,1.0,2.0,2.0,90.0,198.0,378.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14786.0,47743.0,79598.0,130035.0,91.0,135.0,243.0,278.0,698.0,2293.0,11863.0,14596.0,1637.0,6967.0,8052.0,9765.0,9.0,12.0,23.0,29.0,,,
513,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,15546,0.0,9,107,98,43,False,0,38,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15546.0,46570.0,77715.0,154589.0,0.0,0.0,0.0,0.0,107.0,197.0,374.0,1920.0,98.0,271.0,542.0,1758.0,0.0,0.0,0.0,0.0,,,
514,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2815,0.0,23,80,57,56,True,0,38,2,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2815.0,8400.0,13975.0,27682.0,0.0,0.0,1.0,1.0,80.0,158.0,270.0,739.0,57.0,173.0,288.0,701.0,0.0,0.0,1.0,1.0,,,
515,1,1,30,0,11.9,2,1,9.4,60.6,90,0,0,0,0,0,94051,21.0,14025,18433,4408,53,True,0,38,2,11,43,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,30.0,49.0,69.0,150.0,0.0,0.0,0.0,2.0,2.0,3.0,6.0,8.0,1.0,1.0,1.0,1.0,90.0,210.0,383.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94051.0,225207.0,323612.0,500213.0,21.0,25.0,36.0,42.0,18433.0,42777.0,57176.0,94372.0,4408.0,7757.0,10250.0,23879.0,11.0,14.0,17.0,38.0,,,
516,0,0,2,0,11.4,0,0,1.1,0.0,16,0,0,0,0,0,32891,1.0,-1049,493,1542,47,False,0,38,3,1,80,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,24.0,87.0,0.0,0.0,0.0,3.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,16.0,104.0,213.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32891.0,101430.0,171660.0,368756.0,1.0,7.0,7.0,40.0,493.0,2202.0,4708.0,11240.0,1542.0,3767.0,6740.0,34061.0,1.0,3.0,6.0,19.0,,,
517,0,0,5,0,11.0,1,0,2.0,8.6,17,0,0,0,0,0,5640,0.0,-15,43,58,52,True,0,38,4,1,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,11.0,23.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,17.0,37.0,90.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5640.0,16920.0,28329.0,58541.0,0.0,9.0,15.0,35.0,43.0,106.0,188.0,1310.0,58.0,203.0,409.0,2214.0,1.0,2.0,4.0,8.0,,,
518,0,0,24,1,23.6,0,0,4.6,8.4,90,0,0,0,0,0,63238,14.0,2569,3470,901,51,True,1,38,2,5,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,57.0,66.0,141.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0,180.0,225.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,63238.0,183900.0,302317.0,595365.0,14.0,42.0,47.0,63.0,3470.0,5442.0,7515.0,14278.0,901.0,2828.0,3935.0,10375.0,5.0,11.0,12.0,25.0,,,
519,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5183,0.0,-205,26,231,43,True,0,38,4,0,37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,38.0,50.0,80.0,0.0,1.0,1.0,1.0,0.0,3.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,180.0,274.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5183.0,16078.0,26791.0,49588.0,0.0,0.0,1.0,7.0,26.0,351.0,1232.0,1672.0,231.0,478.0,790.0,1093.0,0.0,7.0,8.0,16.0,,,
520,0,0,0,0,0.0,1,0,0.1,1.0,20,0,0,0,0,0,6879,0.0,16,136,120,54,True,0,38,4,1,34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,20.0,36.0,36.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6879.0,20626.0,35308.0,70805.0,0.0,27.0,27.0,49.0,136.0,172.0,336.0,2886.0,120.0,468.0,1458.0,2752.0,1.0,2.0,2.0,9.0,,,
521,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3846,0.0,-25,34,59,44,False,0,38,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3846.0,11556.0,19238.0,38252.0,0.0,0.0,0.0,0.0,34.0,94.0,155.0,1368.0,59.0,145.0,246.0,1043.0,0.0,0.0,0.0,0.0,,,
522,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,9987,0.0,-123,23,146,43,False,0,38,2,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9987.0,30290.0,51214.0,107740.0,0.0,0.0,0.0,0.0,23.0,38.0,129.0,4366.0,146.0,427.0,1022.0,4147.0,0.0,0.0,0.0,0.0,,,
523,1,2,24,0,38.0,1,0,9.5,37.6,59,0,0,0,0,0,31012,19.0,-165,1008,1173,73,False,0,38,3,6,54,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,24.0,57.0,68.0,132.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,59.0,197.0,325.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,31012.0,91771.0,152409.0,298546.0,19.0,27.0,28.0,70.0,1008.0,3143.0,4983.0,11017.0,1173.0,2572.0,4652.0,12539.0,6.0,15.0,17.0,29.0,,,
524,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5268,0.0,-5,41,46,54,False,0,38,3,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5268.0,15794.0,26334.0,52715.0,0.0,0.0,0.0,0.0,41.0,80.0,136.0,595.0,46.0,134.0,226.0,895.0,0.0,0.0,0.0,0.0,,,
525,1,2,34,0,57.2,3,0,12.8,36.0,90,0,0,0,0,0,94055,35.0,-7685,2369,10054,59,False,0,38,4,7,107,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,34.0,43.0,70.0,89.0,0.0,0.0,0.0,0.0,3.0,10.0,12.0,20.0,0.0,0.0,0.0,0.0,90.0,270.0,450.0,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94055.0,306296.0,560733.0,1395633.0,35.0,86.0,96.0,173.0,2369.0,6586.0,28492.0,299342.0,10054.0,34643.0,60660.0,265022.0,7.0,11.0,21.0,31.0,,,
526,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,154892,0.0,-94,2400,2494,40,False,0,38,2,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,154892.0,463117.0,774102.0,1564383.0,0.0,0.0,0.0,0.0,2400.0,4227.0,6634.0,49649.0,2494.0,6102.0,10216.0,40713.0,0.0,0.0,0.0,2.0,,,
527,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,864,0.0,-2,5,7,50,False,0,38,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,2594.0,4320.0,8628.0,0.0,0.0,0.0,0.0,5.0,12.0,20.0,43.0,7.0,13.0,18.0,52.0,0.0,0.0,0.0,0.0,,,
528,0,0,-5,0,4.9,2,0,0.5,0.4,45,0,0,0,0,0,11737,0.0,-166,443,609,49,False,1,38,4,0,57,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-5.0,3.0,27.0,60.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,45.0,66.0,121.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11737.0,35410.0,62561.0,139233.0,0.0,19.0,21.0,62.0,443.0,1063.0,1659.0,12722.0,609.0,1904.0,5864.0,16552.0,0.0,2.0,6.0,15.0,,,
529,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,109499,0.0,-831,914,1745,42,True,0,38,4,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109499.0,330305.0,561033.0,1217198.0,0.0,0.0,0.0,0.0,914.0,1430.0,1614.0,32709.0,1745.0,5751.0,14767.0,59751.0,0.0,0.0,0.0,0.0,,,
530,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2076,0.0,1,20,19,42,False,0,38,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2076.0,6188.0,10237.0,20168.0,0.0,0.0,0.0,0.0,20.0,41.0,51.0,156.0,19.0,42.0,72.0,176.0,0.0,0.0,0.0,0.0,,,
531,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2485,0.0,3,32,29,44,False,0,38,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2485.0,7392.0,12236.0,23944.0,0.0,0.0,0.0,0.0,32.0,66.0,95.0,450.0,29.0,67.0,110.0,376.0,0.0,0.0,0.0,0.0,,,
532,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2970,0.0,51,119,68,42,True,0,38,3,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2970.0,8684.0,14280.0,27492.0,0.0,0.0,0.0,0.0,119.0,231.0,348.0,1115.0,68.0,154.0,269.0,829.0,0.0,0.0,0.0,0.0,,,
533,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,26534,0.0,2334,5445,3111,41,True,0,38,4,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26534.0,65011.0,109665.0,221845.0,0.0,0.0,2.0,5.0,5445.0,7405.0,13844.0,39295.0,3111.0,9145.0,15866.0,34141.0,0.0,0.0,2.0,7.0,,,
534,0,2,27,0,0.9,1,1,12.4,34.4,89,0,0,0,0,0,226980,89.0,7866,23639,15773,42,False,0,38,3,8,61,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,27.0,27.0,26.0,56.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,9.0,1.0,1.0,1.0,1.0,89.0,89.0,166.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226980.0,645765.0,1054501.0,1788366.0,89.0,89.0,97.0,183.0,23639.0,50950.0,99163.0,259607.0,15773.0,49273.0,84008.0,150704.0,8.0,8.0,10.0,20.0,,,
