,Unnamed: 0_fpl,player_id,name_fpl,display_slug,team_id,team,team_slug,position_fpl,points_per_game,form,news,news_added_at,status,total_points,value_form,value_season,selected_by_percent,influence_rank_overall,creativity_rank_overall,threat_rank_overall,influence_rank_by_position,creativity_rank_by_position,threat_rank_by_position:,ict_index,ict_index_by_position,dreamteam_count,transfers_in,transfers_out,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,ep_next,ep_this,now_cost,transfers_in_event,transfers_out_event,goals_scored,assists_fpl,clean_sheets,goals_conceded,penalties_saved,penalties_missed,saves,bonus,bps,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,fbref_id_fpl,Unnamed: 0_fbref,name_fbref,profile_url,nationality,position_fbref,age,minutes_90s_x,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,goals_per_shot,goals_per_shot_on_target,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,passes_completed_x,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists_fbref,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses_x,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed_y,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won_x,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions_x,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,games,minutes,minutes_per_game,minutes_pct,minutes_90s_y,games_starts,minutes_per_start,games_subs,minutes_per_sub,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses_y,interceptions_y,tackles_won_y,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,fbref_id_fbref
324,335,248,Alex Oxlade-Chamberlain,Chamberlain,11,liverpool,LIV,MID,1.4,0.5,,2020-08-21T14:30:10.835560Z,a,10,0.1,1.6,0.0,401,335,338,171,171,165,384,170,0,4975,6816,100.0,100.0,0,0,-2,2,2.0,0.5,63,99,127,0,1,0,5,0,0,0,0,28,,,,,,,38c7feef,20.0,Alex Oxlade-Chamberlain,https://fbref.com/en/players/38c7feef/Alex-Oxlade-Chamberlain,"['eng', 'ENG']","MF,FW",27 years and 195 days,2.1,0.0,5.0,1.0,20.0,2.37,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,80.0,106.0,75.5,1643.0,333.0,30.0,39.0,76.9,35.0,43.0,81.4,12.0,14.0,85.7,1.0,0.2,0.8,2.0,12.0,2.0,0.0,10.0,104.0,2.0,0.0,1.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,70.0,15.0,21.0,2.0,93.0,8.0,1.0,0.0,80.0,0.0,2.0,2.0,8.0,4.0,1.89,4.0,0.0,0.0,0.0,0.0,2.0,0.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,29.0,8.0,27.6,2.0,15.0,12.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,132.0,2.0,9.0,70.0,63.0,3.0,130.0,0.0,3.0,0.0,1.0,0.0,77.0,485.0,243.0,138.0,102.0,73.9,8.0,5.0,7.0,190.0,27.0,8.4,2.1,2.0,56.0,5.0,16.0,7.0,1.0,3.0,5.0,-2.0,-0.95,-1.52,3.2,3.2,0.0,0.01,-0.63,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,2.0,50.0,38c7feef
325,336,249,Roberto Firmino,Firmino,11,liverpool,LIV,FWD,3.8,3.7,,,a,95,0.4,10.3,4.7,48,40,4,7,2,3,12,4,1,991325,999460,,,-1,1,-3,3,8.4,3.7,92,13710,45816,6,5,6,32,0,0,0,10,403,,,,,4.0,,4c370d81,2.0,Roberto Firmino,https://fbref.com/en/players/4c370d81/Roberto-Firmino,"['br', 'BRA']",FW,29 years and 147 days,21.8,6.0,61.0,22.0,36.1,2.79,0.1,0.27,0.0,0.0,0.0,9.8,9.8,0.16,-3.8,-3.8,686.0,861.0,79.7,10039.0,2267.0,412.0,486.0,84.8,206.0,258.0,79.8,41.0,58.0,70.7,5.0,3.6,1.4,28.0,50.0,22.0,0.0,76.0,828.0,33.0,3.0,5.0,179.0,9.0,22.0,2.0,0.0,0.0,0.0,667.0,131.0,63.0,108.0,694.0,29.0,11.0,8.0,686.0,2.0,2.0,34.0,28.0,69.0,3.16,50.0,0.0,8.0,7.0,3.0,6.0,0.27,6.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,3.0,10.0,14.0,9.0,28.0,32.1,19.0,342.0,99.0,28.9,50.0,149.0,143.0,39.0,2.0,0.0,37.0,8.0,35.0,6.0,0.0,1120.0,6.0,75.0,526.0,577.0,165.0,1088.0,30.0,45.0,66.7,31.0,3.0,752.0,3323.0,1664.0,1218.0,846.0,69.5,42.0,30.0,25.0,1966.0,79.0,87.4,21.8,23.0,83.0,2.0,28.0,0.0,1.6,39.0,32.0,7.0,0.32,-0.95,41.0,28.9,12.2,0.56,-0.24,1.0,0.0,0.0,16.0,13.0,2.0,22.0,8.0,17.0,0.0,0.0,0.0,132.0,21.0,62.0,25.3,4c370d81
326,337,250,Virgil van Dijk,van Dijk,11,liverpool,LIV,DEF,3.0,0.0,Knee injury - Unknown return date,2020-10-17T15:00:18.628318Z,i,15,0.0,2.4,6.4,339,414,273,132,157,87,356,127,0,383727,1987046,0.0,0.0,0,0,-2,2,0.0,0.0,63,269,2370,1,0,1,11,0,0,0,1,73,,,,,,,e06683ca,17.0,Virgil van Dijk,https://fbref.com/en/players/e06683ca/Virgil-van-Dijk,"['nl', 'NED']",DF,29 years and 233 days,4.1,1.0,4.0,2.0,50.0,0.97,0.25,0.5,0.0,0.0,0.0,0.3,0.3,0.08,0.7,0.7,295.0,327.0,90.2,7035.0,2127.0,61.0,65.0,93.8,176.0,186.0,94.6,58.0,75.0,77.3,0.0,0.0,0.0,0.0,26.0,0.0,0.0,20.0,324.0,3.0,3.0,0.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,254.0,19.0,54.0,65.0,242.0,10.0,0.0,0.0,295.0,1.0,2.0,2.0,0.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,21.4,7.0,7.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,13.0,1.0,353.0,26.0,146.0,213.0,9.0,5.0,350.0,0.0,0.0,0.0,0.0,0.0,245.0,894.0,416.0,287.0,281.0,97.9,1.0,0.0,5.0,370.0,74.0,16.4,4.1,5.0,74.0,0.0,0.0,0.0,2.0,12.0,11.0,1.0,0.24,-0.24,11.1,6.7,4.4,1.07,0.57,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,16.0,7.0,69.6,e06683ca
327,338,251,Sadio Mané,Mané,11,liverpool,LIV,MID,4.9,3.3,,2021-01-31T17:00:19.543957Z,a,108,0.3,9.2,5.2,37,21,5,16,17,2,5,4,2,1589359,2184424,100.0,100.0,0,0,-2,2,7.6,3.3,118,11097,23978,7,7,5,25,0,0,0,8,308,,,,,3.0,,c691bfe2,6.0,Sadio Mané,https://fbref.com/en/players/c691bfe2/Sadio-Mane,"['sn', 'SEN']",FW,28 years and 322 days,20.8,7.0,65.0,26.0,40.0,3.13,0.11,0.27,0.0,0.0,0.0,10.5,10.5,0.16,-3.5,-3.5,525.0,712.0,73.7,8580.0,1811.0,280.0,350.0,80.0,179.0,235.0,76.2,53.0,75.0,70.7,3.0,3.5,-0.5,37.0,21.0,44.0,5.0,70.0,701.0,11.0,2.0,2.0,126.0,11.0,44.0,1.0,0.0,0.0,0.0,504.0,123.0,85.0,196.0,462.0,22.0,8.0,13.0,525.0,2.0,9.0,24.0,44.0,83.0,3.99,59.0,0.0,4.0,7.0,12.0,8.0,0.39,3.0,0.0,0.0,3.0,1.0,0.0,27.0,22.0,5.0,13.0,9.0,7.0,18.0,38.9,11.0,293.0,101.0,34.5,37.0,97.0,159.0,28.0,2.0,0.0,26.0,11.0,38.0,5.0,0.0,1056.0,12.0,70.0,386.0,696.0,189.0,1046.0,56.0,91.0,61.5,58.0,4.0,796.0,4575.0,2687.0,1288.0,844.0,65.5,57.0,59.0,22.0,1870.0,85.0,83.1,20.8,21.0,88.0,1.0,27.0,0.0,1.68,35.0,25.0,10.0,0.48,0.24,40.6,24.2,16.3,0.79,1.18,3.0,0.0,0.0,36.0,53.0,19.0,44.0,11.0,22.0,1.0,0.0,0.0,105.0,19.0,53.0,26.4,c691bfe2
328,339,252,Alisson Ramses Becker,Alisson,11,liverpool,LIV,GKP,3.6,1.3,,2021-02-03T23:00:31.034249Z,a,75,0.2,12.7,6.0,63,669,669,16,75,74,242,16,1,437141,1044733,100.0,100.0,0,0,-1,1,3.6,1.3,59,3125,11536,0,0,5,24,1,0,45,6,369,,,,,,,7a2e46a8,5.0,Alisson,https://fbref.com/en/players/7a2e46a8/Alisson,"['br', 'BRA']",GK,28 years and 147 days,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,703.0,85.5,15808.0,8289.0,95.0,95.0,100.0,325.0,331.0,98.2,179.0,274.0,65.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,551.0,152.0,49.0,0.0,47.0,21.0,0.0,0.0,0.0,0.0,0.0,510.0,36.0,157.0,63.0,522.0,1.0,0.0,98.0,601.0,2.0,10.0,4.0,1.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,753.0,571.0,751.0,4.0,0.0,0.0,601.0,1.0,1.0,100.0,1.0,0.0,390.0,1364.0,725.0,397.0,395.0,99.5,0.0,0.0,21.0,1890.0,90.0,84.0,21.0,21.0,90.0,0.0,0.0,0.0,1.71,37.0,24.0,13.0,0.62,1.12,40.6,25.0,15.6,0.74,0.98,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,113.0,0.0,1.0,0.0,7a2e46a8
329,340,253,Fabio Henrique Tavares,Fabinho,11,liverpool,LIV,MID,2.3,0.2,Lack of match fitness - 75% chance of playing,2021-02-12T12:00:55.252659Z,d,41,0.0,7.6,0.8,145,269,372,53,155,175,251,116,0,105156,180176,75.0,0.0,0,0,-1,1,1.0,0.0,54,39,1250,0,1,6,22,0,0,0,2,270,,,4.0,,,,7f3b388c,8.0,Fabinho,https://fbref.com/en/players/7f3b388c/Fabinho,"['br', 'BRA']","DF,MF",27 years and 126 days,17.4,0.0,4.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,1268.0,1377.0,92.1,26880.0,6946.0,338.0,358.0,94.4,719.0,752.0,95.6,200.0,250.0,80.0,0.0,0.4,-0.4,3.0,59.0,3.0,1.0,57.0,1355.0,22.0,17.0,1.0,94.0,31.0,1.0,0.0,0.0,0.0,0.0,1130.0,96.0,151.0,88.0,1211.0,40.0,5.0,7.0,1268.0,1.0,7.0,8.0,6.0,11.0,0.63,9.0,0.0,0.0,0.0,1.0,2.0,0.12,1.0,0.0,0.0,0.0,1.0,0.0,41.0,29.0,15.0,24.0,2.0,16.0,32.0,50.0,16.0,159.0,58.0,36.5,67.0,83.0,9.0,25.0,9.0,0.0,16.0,24.0,65.0,65.0,0.0,1529.0,131.0,667.0,878.0,61.0,5.0,1507.0,3.0,5.0,60.0,4.0,0.0,1003.0,4826.0,2758.0,1158.0,1139.0,98.4,2.0,3.0,18.0,1562.0,87.0,69.4,17.4,17.0,90.0,1.0,33.0,0.0,1.67,32.0,22.0,10.0,0.58,0.45,33.5,23.0,10.5,0.6,0.05,5.0,0.0,0.0,14.0,15.0,0.0,1.0,24.0,29.0,1.0,2.0,0.0,206.0,41.0,31.0,56.9,7f3b388c
330,341,254,Mohamed Salah,Salah,11,liverpool,LIV,MID,6.8,5.8,,2020-11-13T15:30:16.171973Z,a,164,0.5,13.0,41.5,3,19,1,2,15,1,3,3,4,4940525,4321194,100.0,100.0,0,0,6,-6,12.6,5.8,126,56172,176927,17,4,5,33,0,0,0,16,499,,,2.0,,2.0,,e342ad68,3.0,Mohamed Salah,https://fbref.com/en/players/e342ad68/Mohamed-Salah,"['eg', 'EGY']",FW,28 years and 256 days,22.4,17.0,70.0,29.0,41.4,3.13,0.16,0.38,1.0,6.0,6.0,12.7,8.2,0.12,4.3,2.8,741.0,889.0,83.4,11350.0,2561.0,439.0,479.0,91.6,233.0,278.0,83.8,48.0,79.0,60.8,3.0,3.5,-0.5,34.0,43.0,51.0,7.0,92.0,867.0,22.0,2.0,5.0,134.0,12.0,32.0,0.0,0.0,0.0,0.0,719.0,87.0,83.0,718.0,142.0,11.0,4.0,5.0,741.0,2.0,4.0,21.0,31.0,70.0,3.13,49.0,1.0,3.0,9.0,6.0,9.0,0.4,5.0,0.0,0.0,2.0,2.0,0.0,21.0,10.0,5.0,6.0,10.0,6.0,12.0,50.0,6.0,294.0,90.0,30.6,17.0,79.0,198.0,7.0,1.0,0.0,6.0,5.0,26.0,7.0,0.0,1197.0,7.0,46.0,438.0,782.0,192.0,1170.0,34.0,69.0,49.3,39.0,2.0,926.0,4258.0,2222.0,1437.0,997.0,69.4,75.0,64.0,24.0,2012.0,84.0,89.4,22.4,22.0,88.0,2.0,34.0,0.0,1.54,38.0,33.0,5.0,0.22,-2.05,40.5,29.1,11.4,0.51,-0.72,0.0,0.0,0.0,12.0,17.0,10.0,32.0,5.0,10.0,2.0,0.0,0.0,113.0,17.0,40.0,29.8,e342ad68
331,342,255,Andrew Robertson,Robertson,11,liverpool,LIV,DEF,3.8,1.3,,2020-12-01T23:30:25.355446Z,a,96,0.2,13.3,15.5,42,6,91,8,1,7,24,1,2,2222489,2125871,100.0,100.0,-1,1,2,-2,3.6,1.3,72,13949,93444,1,5,6,34,0,0,0,11,520,1.0,,,,,,2e4f5f03,0.0,Andrew Robertson,https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,"['sco', 'SCO']",DF,26 years and 352 days,24.9,1.0,12.0,3.0,25.0,0.48,0.08,0.33,0.0,0.0,0.0,1.0,1.0,0.09,0.0,0.0,1777.0,2230.0,79.7,32557.0,10735.0,778.0,877.0,88.7,799.0,925.0,86.4,180.0,362.0,49.7,5.0,4.4,0.6,44.0,129.0,47.0,18.0,183.0,1876.0,354.0,49.0,2.0,141.0,72.0,107.0,81.0,20.0,37.0,12.0,1446.0,387.0,397.0,1808.0,100.0,77.0,224.0,2.0,1777.0,5.0,30.0,33.0,72.0,67.0,2.69,52.0,12.0,3.0,0.0,0.0,10.0,0.4,6.0,2.0,2.0,0.0,0.0,0.0,26.0,14.0,15.0,8.0,3.0,14.0,33.0,42.4,19.0,213.0,78.0,36.6,70.0,73.0,70.0,41.0,8.0,0.0,33.0,16.0,42.0,46.0,1.0,2430.0,64.0,521.0,1145.0,924.0,75.0,2080.0,22.0,37.0,59.5,27.0,3.0,1562.0,6998.0,4101.0,1806.0,1660.0,91.9,27.0,15.0,25.0,2244.0,90.0,99.7,24.9,25.0,90.0,0.0,0.0,0.0,1.6,45.0,34.0,11.0,0.44,0.44,46.5,31.8,14.7,0.59,0.59,1.0,0.0,0.0,18.0,7.0,4.0,107.0,16.0,14.0,0.0,1.0,0.0,272.0,23.0,19.0,54.8,2e4f5f03
332,343,256,Divock Origi,Origi,11,liverpool,LIV,FWD,1.1,0.8,,2021-02-13T23:30:28.816337Z,a,10,0.2,2.0,0.6,428,330,287,52,49,52,379,51,0,35222,90841,100.0,100.0,0,0,-4,4,2.6,0.8,51,2191,1413,0,0,1,0,0,0,0,0,23,,,,,,,43a166b4,21.0,Divock Origi,https://fbref.com/en/players/43a166b4/Divock-Origi,"['be', 'BEL']",FW,25 years and 314 days,2.1,0.0,7.0,2.0,28.6,3.39,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.13,-0.9,-0.9,47.0,61.0,77.0,586.0,79.0,27.0,32.0,84.4,15.0,19.0,78.9,0.0,2.0,0.0,0.0,0.2,-0.2,2.0,2.0,0.0,0.0,1.0,60.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,51.0,5.0,5.0,5.0,51.0,2.0,1.0,0.0,47.0,1.0,1.0,1.0,4.0,3.0,1.45,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,100.0,0.0,39.0,15.0,38.5,3.0,11.0,25.0,4.0,1.0,0.0,3.0,1.0,5.0,2.0,0.0,94.0,3.0,9.0,38.0,57.0,15.0,93.0,1.0,3.0,33.3,1.0,0.0,69.0,326.0,212.0,117.0,65.0,55.6,8.0,5.0,9.0,186.0,21.0,8.3,2.1,2.0,68.0,7.0,7.0,11.0,1.33,2.0,0.0,2.0,0.97,0.58,3.0,1.4,1.5,0.75,0.18,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,17.0,3.0,7.0,30.0,43a166b4
333,344,257,Harry Wilson,Harry Wilson,11,liverpool,LIV,MID,0.0,0.0,Joined Cardiff City on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T21:30:11.702823Z,u,0,0.0,0.0,0.0,659,654,651,267,267,267,662,267,0,502,6153,0.0,0.0,0,0,-4,4,0.0,0.0,51,0,6,0,0,0,0,0,0,0,0,0,,,,,,,c6dc9ecd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,345,259,Trent Alexander-Arnold,Alexander-Arnold,11,liverpool,LIV,DEF,3.2,3.3,,2020-11-08T18:30:19.053913Z,a,73,0.4,9.9,13.9,62,11,76,19,3,4,31,2,1,926703,3579886,100.0,100.0,0,0,-1,1,7.6,3.3,74,12328,42626,1,3,4,33,0,0,0,7,414,2.0,,1.0,,,,cd1acf9d,4.0,Trent Alexander-Arnold,https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold,"['eng', 'ENG']",DF,22 years and 142 days,21.5,1.0,33.0,7.0,21.2,1.53,0.03,0.14,11.0,0.0,0.0,1.7,1.7,0.05,-0.7,-0.7,1480.0,1940.0,76.3,31813.0,12644.0,518.0,584.0,88.7,666.0,796.0,83.7,282.0,503.0,56.1,3.0,3.2,-0.2,32.0,154.0,66.0,13.0,196.0,1634.0,306.0,39.0,5.0,131.0,103.0,115.0,60.0,11.0,31.0,4.0,1108.0,337.0,495.0,203.0,1480.0,42.0,207.0,5.0,1480.0,6.0,24.0,29.0,65.0,62.0,2.88,39.0,18.0,2.0,3.0,0.0,6.0,0.28,6.0,0.0,0.0,0.0,0.0,0.0,41.0,25.0,20.0,15.0,6.0,26.0,44.0,59.1,18.0,201.0,71.0,35.3,66.0,78.0,57.0,25.0,2.0,0.0,23.0,15.0,56.0,40.0,1.0,2124.0,43.0,464.0,1010.0,765.0,53.0,1813.0,21.0,40.0,52.5,24.0,3.0,1347.0,5463.0,3305.0,1518.0,1431.0,94.3,10.0,11.0,23.0,1936.0,84.0,86.0,21.5,22.0,87.0,1.0,23.0,0.0,1.57,37.0,33.0,4.0,0.19,-1.82,40.1,28.0,12.1,0.56,-0.18,1.0,0.0,0.0,13.0,5.0,2.0,115.0,15.0,25.0,0.0,1.0,0.0,233.0,4.0,18.0,18.2,cd1acf9d
335,346,260,Joseph Gomez,Gomez,11,liverpool,LIV,DEF,1.4,0.0,Knee injury - Unknown return date,2020-11-12T11:30:20.318274Z,i,10,0.0,1.9,1.1,314,365,654,120,134,235,372,137,0,109448,376801,0.0,0.0,0,0,-3,3,0.0,0.0,52,31,551,0,0,0,14,0,0,0,0,94,,,,,,,7a11550b,13.0,Joe Gomez,https://fbref.com/en/players/7a11550b/Joe-Gomez,"['eng', 'ENG']",DF,23 years and 279 days,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,533.0,90.2,11374.0,3066.0,99.0,106.0,93.4,280.0,298.0,94.0,98.0,122.0,80.3,0.0,0.0,0.0,1.0,30.0,0.0,0.0,38.0,525.0,8.0,8.0,0.0,65.0,28.0,0.0,0.0,0.0,0.0,0.0,408.0,33.0,92.0,38.0,446.0,31.0,0.0,0.0,481.0,1.0,8.0,1.0,2.0,2.0,0.31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,0.0,0.0,4.0,0.0,4.0,39.0,15.0,38.5,24.0,13.0,2.0,7.0,3.0,0.0,4.0,5.0,10.0,32.0,2.0,591.0,69.0,268.0,352.0,6.0,0.0,584.0,4.0,4.0,100.0,4.0,0.0,417.0,1924.0,1071.0,426.0,424.0,99.5,1.0,6.0,7.0,590.0,84.0,26.2,6.6,6.0,85.0,1.0,80.0,0.0,2.0,15.0,14.0,1.0,0.15,-0.39,15.3,9.1,6.3,0.95,0.5,0.0,0.0,0.0,6.0,6.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,107.0,26.0,23.0,53.1,7a11550b
336,347,261,Naby Keita,Keita,11,liverpool,LIV,MID,1.7,0.0,,2020-12-27T20:00:18.497759Z,a,12,0.0,2.3,0.2,381,282,212,164,157,111,334,156,0,16738,80950,100.0,75.0,0,0,-3,3,1.0,0.0,52,154,82,0,0,2,7,0,0,0,0,60,,,,,,,f25c8e3a,14.0,Naby Keïta,https://fbref.com/en/players/f25c8e3a/Naby-Keita,"['gn', 'GUI']",MF,26 years and 016 days,4.4,0.0,7.0,1.0,14.3,1.59,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5,229.0,259.0,88.4,3959.0,869.0,104.0,120.0,86.7,100.0,105.0,95.2,20.0,24.0,83.3,0.0,0.6,-0.6,3.0,23.0,8.0,0.0,25.0,249.0,10.0,2.0,0.0,44.0,4.0,2.0,0.0,0.0,0.0,0.0,208.0,31.0,20.0,19.0,225.0,11.0,1.0,0.0,229.0,1.0,2.0,3.0,4.0,10.0,2.28,8.0,0.0,0.0,2.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,1.0,1.0,1.0,14.0,7.1,13.0,119.0,34.0,28.6,15.0,58.0,46.0,8.0,0.0,0.0,8.0,10.0,16.0,2.0,0.0,313.0,1.0,35.0,210.0,88.0,18.0,303.0,8.0,10.0,80.0,8.0,0.0,221.0,943.0,499.0,259.0,233.0,90.0,9.0,11.0,7.0,395.0,56.0,17.6,4.4,6.0,64.0,1.0,10.0,3.0,2.57,17.0,7.0,10.0,2.28,2.23,10.7,4.6,6.1,1.39,0.98,0.0,0.0,0.0,10.0,1.0,0.0,2.0,10.0,4.0,0.0,0.0,0.0,41.0,3.0,5.0,37.5,f25c8e3a
337,348,263,Curtis Jones,Jones,11,liverpool,LIV,MID,1.8,2.0,,,a,33,0.5,7.5,0.8,257,138,120,107,93,67,195,100,0,209926,200798,,,0,0,-1,1,5.0,2.0,44,6343,3917,0,1,4,11,0,0,0,0,158,,,,,,,4fb9c88f,9.0,Curtis Jones,https://fbref.com/en/players/4fb9c88f/Curtis-Jones,"['eng', 'ENG']",MF,20 years and 027 days,10.5,0.0,14.0,5.0,35.7,1.33,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.06,-0.8,-0.8,751.0,825.0,91.0,12874.0,2725.0,356.0,384.0,92.7,303.0,318.0,95.3,77.0,95.0,81.1,1.0,0.9,0.1,10.0,87.0,20.0,2.0,58.0,817.0,8.0,1.0,1.0,77.0,11.0,7.0,0.0,0.0,0.0,0.0,714.0,42.0,69.0,109.0,670.0,30.0,4.0,4.0,751.0,2.0,1.0,14.0,9.0,29.0,2.75,22.0,0.0,2.0,0.0,2.0,3.0,0.28,3.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,7.0,7.0,5.0,9.0,21.0,42.9,12.0,170.0,60.0,35.3,37.0,78.0,55.0,16.0,0.0,0.0,16.0,14.0,33.0,10.0,1.0,942.0,14.0,127.0,570.0,322.0,20.0,935.0,13.0,24.0,54.2,14.0,0.0,748.0,3824.0,2008.0,838.0,767.0,91.5,12.0,19.0,18.0,949.0,53.0,42.2,10.5,10.0,78.0,8.0,21.0,7.0,1.61,19.0,10.0,9.0,0.85,0.72,18.8,12.5,6.4,0.6,0.03,2.0,0.0,0.0,16.0,11.0,0.0,7.0,14.0,15.0,0.0,0.0,0.0,98.0,12.0,18.0,40.0,4fb9c88f
