player_id,name,display_slug,team_id,team,team_slug,position,points_per_game,form,news,news_added_at,status,total_points,value_form,value_season,selected_by_percent,influence_rank_overall,creativity_rank_overall,threat_rank_overall,influence_rank_by_position,creativity_rank_by_position,threat_rank_by_position:,ict_index,ict_index_by_position,dreamteam_count,transfers_in,transfers_out,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,ep_next,ep_this,now_cost,transfers_in_event,transfers_out_event,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,saves,bonus,bps,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
77,Tariq Lamptey,Lamptey,3,brighton,BHA,DEF,3.2,0.0,Hamstring injury - Unknown return date,2020-12-18T14:00:20.367107Z,i,35,0.0,7.4,3.8,218,118,120,86,23,19,163,42,0,1219492,1191534,0.0,0.0,0,0,2,-2,0.0,0.0,47,294,31872,1,3,2,15,0,0,0,2,156,,,,,,
78,Aaron Connolly,Connolly,3,brighton,BHA,FWD,2.7,1.0,Hamstring injury - Unknown return date,2021-01-02T20:30:19.147753Z,i,30,0.2,5.8,0.3,273,231,81,33,36,34,210,34,0,76639,101298,0.0,0.0,0,0,-3,3,0.0,0.0,52,73,1488,2,1,1,13,0,0,0,2,78,,,,,,
79,Steven Alzate,Alzate,3,brighton,BHA,MID,1.8,0.2,,2021-01-11T22:30:26.268264Z,a,14,0.0,3.3,0.8,335,174,307,147,106,156,301,141,0,176633,153678,100.0,75.0,0,0,-2,2,0.7,0.2,43,1797,5962,0,0,2,13,0,0,0,0,74,,,,,,
80,Alexis Mac Allister,Mac Allister,3,brighton,BHA,MID,3.1,2.0,,2020-12-10T14:30:18.486416Z,a,22,0.4,4.2,0.0,302,249,294,128,149,148,319,151,0,3004,5724,100.0,100.0,0,0,-2,2,2.5,2.0,53,258,106,1,1,1,3,0,0,0,3,67,4.0,,4.0,,,
503,Christian Walton,Walton,3,brighton,BHA,GKP,0.0,0.0,,2020-09-12T09:00:11.155698Z,a,0,0.0,0.0,1.3,480,460,438,44,18,13,488,44,0,53274,74970,100.0,100.0,0,0,0,0,0.5,0.0,40,2725,2362,0,0,0,0,0,0,0,0,0,,,,,,
528,Jason Steele,Steele,3,brighton,BHA,GKP,0.0,0.0,,,a,0,0.0,0.0,0.7,477,456,434,41,14,9,485,41,0,80854,43090,,,0,0,0,0,0.5,0.0,40,1004,1871,0,0,0,0,0,0,0,0,0,,,,,,
550,Jayson Molumby,Molumby,3,brighton,BHA,MID,1.0,0.0,Joined Preston North End on loan until the end of the season on 5/1. - Expected back 01 Jul,2021-01-11T12:00:22.222847Z,u,1,0.0,0.2,0.0,564,553,543,215,215,215,570,216,0,2278,2073,0.0,0.0,0,0,0,0,0.0,0.0,45,9,106,0,0,0,0,0,0,0,0,3,,,,,,
574,Andi Zeqiri,Zeqiri,3,brighton,BHA,FWD,1.0,0.2,,,a,2,0.0,0.4,0.1,458,389,234,57,55,46,380,49,0,8177,6017,,,0,0,0,0,0.7,0.2,50,683,676,0,0,0,0,0,0,0,0,3,,,,,,
588,Danny Welbeck,Welbeck,3,brighton,BHA,FWD,4.0,0.4,Knee injury - Unknown return date,2020-12-30T00:00:15.304730Z,i,36,0.1,6.5,0.5,263,192,63,31,30,28,166,32,1,187088,162694,0.0,0.0,0,0,0,0,0.0,0.0,55,110,8961,2,2,2,9,0,0,0,6,114,,,,,,
597,Robert Sánchez,Sánchez,3,brighton,BHA,GKP,3.2,2.8,,,a,26,0.6,5.9,1.1,188,529,518,20,47,43,312,20,0,120345,38419,,,0,0,-1,1,3.3,2.8,44,24794,6980,0,0,2,10,0,0,21,3,140,,,,,,
627,Percy Tau,Tau,3,brighton,BHA,MID,1.5,1.5,,,a,3,0.3,0.5,0.0,434,366,385,187,179,181,426,185,0,4466,1092,,,0,0,0,0,2.0,1.5,55,775,613,0,0,0,1,0,0,0,0,14,,,,,,
628,Jakub Moder,Moder,3,brighton,BHA,MID,0.0,0.0,,2021-01-14T22:00:27.325395Z,a,0,0.0,0.0,0.0,623,616,613,248,248,248,626,248,0,335,98,100.0,0.0,0,0,0,0,0.5,0.0,50,87,48,0,0,0,0,0,0,0,0,0,,,,,,
630,Reda Khadra,Khadra,3,brighton,BHA,MID,1.0,0.5,,,a,1,0.1,0.2,0.0,582,571,399,229,229,187,463,196,0,113,46,,,0,0,0,0,1.0,0.5,45,36,32,0,0,0,0,0,0,0,0,3,,,,,,
631,Teddy Jenks,Jenks,3,brighton,BHA,MID,0.0,0.0,,,a,0,0.0,0.0,0.0,569,558,548,220,220,220,575,221,0,56,20,,,0,0,0,0,0.5,0.0,45,22,12,0,0,0,0,0,0,0,0,0,,,,,,
632,Max Sanders,Sanders,3,brighton,BHA,MID,0.0,0.0,,,a,0,0.0,0.0,0.0,560,550,540,212,213,213,567,214,0,54,23,,,0,0,0,0,0.5,0.0,45,23,14,0,0,0,0,0,0,0,0,0,,,,,,
633,Jensen Weir,Weir,3,brighton,BHA,MID,0.0,0.0,,,a,0,0.0,0.0,0.0,573,562,552,223,223,223,579,224,0,110,36,,,0,0,0,0,0.5,0.0,45,56,21,0,0,0,0,0,0,0,0,0,,,,,,
55,Dale Stephens,Stephens,4,burnley,BUR,MID,1.4,0.4,,2020-11-06T20:30:19.624560Z,a,7,0.1,1.6,4.4,382,379,280,163,181,142,368,166,0,324079,900095,100.0,100.0,0,0,-2,2,-0.1,-1.2,43,6957,16883,0,0,0,4,0,0,0,0,31,,,,,,
81,James Tarkowski,Tarkowski,4,burnley,BUR,DEF,3.6,4.0,,2020-09-17T22:00:10.017429Z,a,57,0.8,10.8,2.3,73,235,110,25,57,12,131,32,0,104654,330014,100.0,100.0,0,0,-2,2,3.5,6.0,53,2378,6385,0,0,7,17,0,0,0,3,240,,,,,,
82,Phil Bardsley,Bardsley,4,burnley,BUR,DEF,0.3,0.0,,2020-11-29T21:30:18.549331Z,a,1,0.0,0.2,0.2,378,354,381,148,130,145,398,150,0,12008,41171,100.0,100.0,0,0,-1,1,-0.5,-2.0,44,124,289,0,0,0,8,0,0,0,0,24,,,,,,
83,Erik Pieters,Pieters,4,burnley,BUR,DEF,2.1,3.0,,2020-10-22T13:30:13.791092Z,a,23,0.7,5.3,0.5,333,331,289,128,116,93,349,125,0,56306,105191,100.0,100.0,0,0,-2,2,2.5,4.0,43,1889,3319,0,0,2,8,0,0,0,2,91,5.0,,,,,
84,Jack Cork,Cork,4,burnley,BUR,MID,0.0,0.0,,2020-08-15T10:00:11.504829Z,a,0,0.0,0.0,0.0,618,609,604,243,243,243,621,243,0,10497,11072,100.0,100.0,0,0,0,0,-0.5,-2.0,50,51,35,0,0,0,0,0,0,0,0,0,,,,,,
85,Kevin Long,Long,4,burnley,BUR,DEF,1.8,0.0,,2021-01-11T12:00:21.187814Z,a,11,0.0,2.6,0.2,282,365,344,108,135,124,347,124,0,11442,18754,100.0,100.0,0,0,-2,2,-0.5,-2.0,43,151,329,0,0,1,12,0,0,0,1,76,,,,,,
86,Jay Rodriguez,Rodriguez,4,burnley,BUR,FWD,1.4,0.6,,2021-01-01T10:30:18.225481Z,a,19,0.1,3.3,0.2,362,238,144,41,39,40,291,42,0,15053,55083,100.0,100.0,0,0,-2,2,0.1,-0.8,58,574,539,0,1,2,12,0,0,0,0,53,,,,,3.0,
87,Ashley Barnes,Barnes,4,burnley,BUR,FWD,2.3,2.6,,2020-09-07T00:30:12.603985Z,a,35,0.4,5.8,0.4,264,98,44,32,10,23,87,22,0,42271,31428,100.0,100.0,0,0,0,0,2.1,3.2,60,3736,3204,2,0,5,15,0,0,0,4,70,,,,,1.0,
88,Ben Mee,Mee,4,burnley,BUR,DEF,4.9,5.6,,2020-09-07T00:30:12.617922Z,a,59,1.1,12.0,1.6,79,322,167,29,109,35,173,44,1,183368,94528,100.0,100.0,0,0,-1,1,5.1,9.2,49,6927,12402,1,0,6,10,0,0,0,7,237,,,,,,
89,Ashley Westwood,Westwood,4,burnley,BUR,MID,2.9,2.0,,2021-01-11T12:00:21.212082Z,a,52,0.4,9.8,0.5,133,23,216,49,18,115,74,42,0,39961,70636,100.0,100.0,0,0,-2,2,1.5,2.0,53,352,2333,1,2,7,22,0,0,0,2,272,1.0,,,,,
90,Johann Berg Gudmundsson,Gudmundsson,4,burnley,BUR,MID,1.9,0.8,,2020-12-11T16:00:20.140410Z,a,13,0.1,2.4,0.0,383,289,254,164,160,128,351,160,0,10649,14706,100.0,100.0,0,0,-1,1,0.3,-0.4,54,42,68,0,0,2,4,0,0,0,0,39,3.0,,3.0,,,
91,Chris Wood,Wood,4,burnley,BUR,FWD,2.9,2.0,,,a,53,0.3,8.5,1.8,198,105,26,22,12,11,56,17,0,250866,282359,,,0,0,-3,3,1.5,2.0,62,2597,14936,3,0,7,21,0,0,0,5,111,,,,,1.0,
92,Matthew Lowton,Lowton,4,burnley,BUR,DEF,3.5,3.4,,2020-09-30T20:00:20.120303Z,a,49,0.8,11.1,1.6,165,205,313,67,47,104,238,76,0,181312,71475,100.0,100.0,0,0,-1,1,2.9,4.8,44,10284,12252,0,0,6,14,0,0,0,2,223,,,,,,
93,Matej Vydra,Vydra,4,burnley,BUR,FWD,1.1,0.4,,2020-12-22T01:00:16.206209Z,a,11,0.1,2.3,0.6,419,311,158,46,45,42,326,44,0,90359,106710,100.0,100.0,0,0,-2,2,-0.1,-1.2,48,2895,2990,0,0,0,2,0,0,0,0,26,,,,,,
94,Ben Gibson,Gibson,4,burnley,BUR,DEF,0.0,0.0,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05T11:00:07.592134Z,u,0,0.0,0.0,0.1,462,440,415,176,177,158,470,177,0,6239,18661,0.0,0.0,0,0,-1,1,0.0,0.0,39,25,275,0,0,0,0,0,0,0,0,0,,,,,,
95,Robbie Brady,Brady,4,burnley,BUR,MID,2.9,2.8,,2020-12-22T01:00:16.233135Z,a,38,0.6,7.6,0.1,213,155,139,87,97,75,190,93,0,12505,10983,100.0,100.0,0,0,0,0,2.3,3.6,50,405,935,1,1,7,3,0,0,0,3,135,4.0,,5.0,,,
96,Nick Pope,Pope,4,burnley,BUR,GKP,5.4,5.2,,2020-11-26T14:00:20.660503Z,a,92,1.0,17.0,10.7,11,375,624,4,5,70,151,4,2,442987,794733,100.0,100.0,0,0,-1,1,4.7,8.4,54,29375,20060,0,0,7,17,0,0,65,17,369,,,,,,
97,Charlie Taylor,Taylor,4,burnley,BUR,DEF,3.2,0.8,Knock - 75% chance of playing,2021-01-21T23:00:28.895395Z,d,52,0.2,11.6,3.0,121,144,292,48,32,96,177,46,0,591934,705314,75.0,50.0,0,0,0,0,0.2,-0.2,45,900,31569,0,2,5,20,0,0,0,3,257,,,,,,
98,Josh Brownhill,Brownhill,4,burnley,BUR,MID,2.4,2.4,,2021-01-11T12:00:21.239471Z,a,40,0.5,8.2,0.1,161,126,106,60,86,59,130,71,0,7229,6824,100.0,100.0,0,0,-1,1,1.9,2.8,49,261,393,0,0,7,17,0,0,0,0,198,,,1.0,,,
99,Bailey Peacock-Farrell,Peacock-Farrell,4,burnley,BUR,GKP,0.0,0.0,,2021-01-11T12:00:21.252081Z,a,0,0.0,0.0,1.4,438,468,446,33,24,19,453,33,0,77425,72305,100.0,75.0,0,0,0,0,-0.5,-1.5,40,899,3237,0,0,0,5,0,0,1,0,9,,,,,,
100,Dwight McNeil,McNeil,4,burnley,BUR,MID,2.4,1.0,,2020-12-22T01:00:16.249461Z,a,39,0.2,6.8,0.3,173,48,229,67,34,121,126,67,0,19314,60237,100.0,100.0,0,0,-3,3,0.5,0.0,57,229,442,0,1,7,19,0,0,0,0,173,2.0,,6.0,,,
519,Jimmy Dunne,Dunne,4,burnley,BUR,DEF,4.0,0.0,,2021-01-01T10:30:19.319929Z,a,8,0.0,2.1,4.2,324,330,285,124,115,91,343,121,0,863142,658493,100.0,75.0,-1,1,-2,2,-0.5,-1.5,38,17994,23639,1,0,0,5,0,0,0,0,35,,,,,,
520,Bobby Thomas,Thomas,4,burnley,BUR,DEF,0.0,0.0,Joined Barrow on loan until the end of the season. - Expected back 24 May,2021-01-24T15:00:27.128058Z,u,0,0.0,0.0,0.7,468,446,423,182,183,166,476,183,0,48725,40176,0.0,,0,0,-1,1,0.0,-2.0,39,2311,2813,0,0,0,0,0,0,0,0,0,,,,,,
535,Josh Benson,Benson,4,burnley,BUR,MID,1.8,1.0,,,a,9,0.2,2.0,0.0,422,380,356,182,182,171,417,183,0,3756,2875,,,0,0,0,0,0.5,0.0,45,45,215,0,0,1,7,0,0,0,0,24,,,2.0,,,
536,Anthony Driscoll-Glennon,Driscoll-Glennon,4,burnley,BUR,DEF,0.0,0.0,,,a,0,0.0,0.0,0.1,485,465,443,186,187,171,493,187,0,6326,5775,,,0,0,0,0,-0.5,-2.0,40,222,307,0,0,0,0,0,0,0,0,0,,,,,,
551,Mace Goodridge,Goodridge,4,burnley,BUR,MID,0.0,0.0,,,a,0,0.0,0.0,0.0,559,548,538,211,212,212,566,213,0,1218,1114,,,0,0,0,0,-0.5,-2.0,45,24,39,0,0,0,0,0,0,0,0,0,,,,,,
583,Will Norris,Norris,4,burnley,BUR,GKP,0.0,0.0,,,a,0,0.0,0.0,0.1,483,463,441,46,20,15,491,46,0,14854,7095,,,0,0,0,0,-0.5,-2.0,40,398,520,0,0,0,0,0,0,0,0,0,,,,,,
591,Max Thompson,Thompson,4,burnley,BUR,FWD,0.0,0.0,,,a,0,0.0,0.0,0.1,579,568,558,65,68,68,585,69,0,15962,11046,,,0,0,0,0,-0.5,-2.0,45,1165,1088,0,0,0,0,0,0,0,0,0,,,,,,
592,Lewis Richardson,Richardson,4,burnley,BUR,FWD,0.0,0.0,,,a,0,0.0,0.0,0.1,578,567,557,64,67,67,584,68,0,13186,9489,,,0,0,0,0,-0.5,-2.0,45,691,809,0,0,0,0,0,0,0,0,0,,,,,,
612,Anthony Mancini,Mancini,4,burnley,BUR,MID,0.0,0.0,,,a,0,0.0,0.0,0.0,581,570,560,228,228,228,587,229,0,297,165,,,0,0,0,0,-0.5,-2.0,45,55,44,0,0,0,0,0,0,0,0,0,,,,,,
613,Joel Mumbongo,Mumbongo,4,burnley,BUR,FWD,0.0,0.0,,,a,0,0.0,0.0,0.0,572,561,551,63,66,66,578,67,0,1398,765,,,0,0,0,0,-0.5,-2.0,45,198,187,0,0,0,0,0,0,0,0,0,,,,,,
101,Willy Caballero,Caballero,5,chelsea,CHE,GKP,1.0,0.0,,,a,1,0.0,0.2,0.2,442,576,566,34,58,54,456,34,0,5282,20524,,,0,0,-3,3,0.5,1.0,47,52,185,0,0,0,3,0,0,0,0,7,,,,,,
102,César Azpilicueta,Azpilicueta,5,chelsea,CHE,DEF,3.4,1.4,,,a,31,0.3,5.5,2.4,217,176,221,85,42,61,236,75,0,88519,443795,,,0,0,-4,4,1.9,3.8,56,686,2032,0,1,4,7,0,0,0,1,146,,,,,,
103,Olivier Giroud,Giroud,5,chelsea,CHE,FWD,2.9,2.0,,2021-01-19T23:30:21.429577Z,a,29,0.3,4.3,1.4,256,200,65,30,32,29,171,33,1,208319,217100,100.0,,0,0,-3,3,2.5,5.0,67,5989,20380,3,0,1,4,0,0,0,3,95,,,,,,
104,Marcos Alonso,Alonso,5,chelsea,CHE,DEF,0.7,0.0,,,a,2,0.0,0.4,1.4,368,314,333,142,102,117,366,133,0,41050,196771,,,0,0,-4,4,0.5,1.0,56,155,999,0,0,0,6,0,0,0,0,36,,,5.0,,,
105,Jorge Luiz Frello Filho,Jorginho,5,chelsea,CHE,MID,4.0,0.8,,2020-09-14T21:30:11.281378Z,a,44,0.2,9.4,3.9,149,180,177,56,110,94,183,92,2,1275805,1300697,100.0,100.0,0,0,-3,3,1.3,2.6,47,3824,12799,3,2,4,8,0,2,0,4,176,,,,,2.0,
107,Mateo Kovacic,Kovacic,5,chelsea,CHE,MID,1.9,1.2,,2020-11-07T22:30:21.934477Z,a,26,0.2,4.9,0.2,237,139,225,98,91,118,226,106,0,28027,36456,100.0,100.0,0,0,-2,2,1.7,3.4,53,233,475,0,1,3,15,0,0,0,0,149,,,,,,
109,Antonio Rüdiger,Rüdiger,5,chelsea,CHE,DEF,4.2,2.2,,,a,17,0.5,3.8,0.7,283,334,282,109,119,90,328,110,0,31869,146121,,,0,0,-5,5,2.7,5.4,45,2934,1402,0,0,2,3,0,0,0,2,89,,,,,,
110,Kurt Zouma,Zouma,5,chelsea,CHE,DEF,5.2,0.4,,,a,78,0.1,13.7,18.0,24,266,101,2,72,8,86,15,4,2429962,1329062,,,-1,1,7,-7,0.9,1.8,57,8296,269926,4,0,6,17,0,0,0,6,337,,,,,,
111,Emerson Palmieri dos Santos,Emerson,5,chelsea,CHE,DEF,3.5,0.0,,,a,7,0.0,1.5,0.1,406,382,402,160,142,152,423,159,0,8850,17266,,,0,0,-3,3,0.5,1.0,47,123,336,0,0,1,0,0,0,0,0,24,,,,,,
112,Kepa Arrizabalaga,Arrizabalaga,5,chelsea,CHE,GKP,2.0,0.0,,2020-10-23T13:00:21.237423Z,a,6,0.0,1.3,0.6,348,581,571,23,60,56,399,23,0,44575,168285,100.0,100.0,0,0,-3,3,0.5,1.0,47,116,473,0,0,0,6,0,0,8,0,40,,,,,,
113,N'Golo Kanté,Kanté,5,chelsea,CHE,MID,2.2,0.8,Hamstring injury - 75% chance of playing,2021-01-18T15:00:25.761365Z,d,38,0.2,7.8,2.5,111,71,304,38,50,153,136,73,0,206605,387842,75.0,0.0,0,0,-1,1,1.0,0.0,49,688,8022,0,1,6,21,0,0,0,0,245,,,,,,
114,Hakim Ziyech,Ziyech,5,chelsea,CHE,MID,3.7,0.8,,2020-12-05T23:00:19.905378Z,a,37,0.1,4.6,2.8,225,73,130,92,52,70,150,79,2,1642400,1642632,100.0,100.0,0,0,1,-1,1.3,2.6,81,9022,19585,1,3,4,6,0,0,0,6,123,2.0,,6.0,,,
116,Andreas Christensen,Christensen,5,chelsea,CHE,DEF,0.4,0.4,,2021-01-08T18:00:21.829181Z,a,2,0.1,0.4,0.2,300,394,330,118,150,114,355,129,0,9967,25383,100.0,100.0,0,0,-3,3,0.9,1.8,47,158,260,0,0,0,10,0,0,0,0,53,,,,,,
117,Timo Werner,Werner,5,chelsea,CHE,FWD,3.7,1.2,,2020-09-15T00:00:14.393762Z,a,70,0.1,7.6,11.6,95,65,11,12,6,7,20,7,1,1479616,3862595,100.0,100.0,0,0,-3,3,1.7,3.4,92,16826,57948,4,5,6,18,0,0,0,5,231,,,,,1.0,
118,Tammy Abraham,Abraham,5,chelsea,CHE,FWD,3.9,1.8,,,a,63,0.2,8.8,3.9,115,166,29,13,26,13,49,15,1,479857,519325,,,0,0,-3,3,2.3,4.6,72,26410,40223,6,2,5,11,0,0,0,8,219,,,,,,
119,Christian Pulisic,Pulisic,5,chelsea,CHE,MID,2.8,2.0,,2020-12-12T22:00:13.289919Z,a,33,0.2,4.0,2.2,231,112,49,95,78,25,89,51,0,428096,994045,100.0,100.0,0,0,-3,3,2.5,5.0,82,4493,11345,1,1,4,13,0,0,0,0,111,,,,,,
120,Mason Mount,Mount,5,chelsea,CHE,MID,3.9,3.8,,,a,71,0.6,10.4,5.3,30,4,36,11,4,18,8,7,1,687999,903748,,,0,0,-2,2,4.3,8.6,68,36691,19440,2,5,5,22,0,0,0,8,320,1.0,,1.0,,,
121,Fikayo Tomori,Tomori,5,chelsea,CHE,DEF,0.0,0.0,Joined AC Milan on loan on 22/1 until the end of the season. - Expected back 24 May,2021-01-24T12:30:20.925105Z,u,0,0.0,0.0,0.2,387,437,575,154,175,214,424,160,0,8098,24495,0.0,,0,0,-3,3,0.0,1.0,47,119,416,0,0,0,2,0,0,0,0,8,,,,,,
122,Callum Hudson-Odoi,Hudson-Odoi,5,chelsea,CHE,MID,2.8,3.2,,2020-12-07T14:00:21.712069Z,a,28,0.6,4.9,0.3,228,104,146,94,73,77,175,90,0,41252,57335,100.0,100.0,0,0,-3,3,3.7,7.4,57,1707,2406,2,1,1,4,0,0,0,1,117,5.0,,,,,
123,Reece James,James,5,chelsea,CHE,DEF,4.0,0.4,,2020-12-28T22:30:16.209052Z,a,56,0.1,11.0,7.1,83,29,113,31,6,14,58,8,2,1886888,1971939,100.0,100.0,0,0,1,-1,0.9,1.8,51,10937,35913,1,2,4,17,0,0,0,9,283,4.0,,2.0,,,
124,Billy Gilmour,Gilmour,5,chelsea,CHE,MID,1.0,0.2,,2020-08-15T10:00:11.591471Z,a,2,0.0,0.5,0.1,420,403,524,181,188,209,441,190,0,9357,13782,100.0,100.0,0,0,-1,1,0.7,1.4,44,376,625,0,0,0,0,0,0,0,0,10,,,,,,
232,Benjamin Chilwell,Chilwell,5,chelsea,CHE,DEF,5.0,2.8,,2020-12-21T22:30:15.840480Z,a,80,0.5,13.1,22.7,45,34,83,12,9,5,41,3,1,3409418,1969236,100.0,100.0,0,0,6,-6,3.3,6.6,61,61023,82871,2,4,6,17,0,0,0,7,331,3.0,,,,,
490,Thiago Thiago,Thiago Silva,5,chelsea,CHE,DEF,4.3,1.6,,2020-11-19T14:30:27.680277Z,a,60,0.3,10.7,4.0,39,258,140,9,67,26,114,27,1,426177,405108,100.0,100.0,0,0,1,-1,2.1,4.2,56,9547,14037,2,0,6,16,0,0,0,4,306,,,,,,
500,Kai Havertz,Havertz,5,chelsea,CHE,MID,2.6,1.4,,2020-11-04T19:30:18.058353Z,a,41,0.2,5.0,2.7,208,100,134,83,69,73,156,81,0,555734,1270619,100.0,100.0,0,0,-3,3,1.9,3.8,82,985,5579,1,3,3,12,0,0,0,0,146,,,3.0,,,
548,Edouard Mendy,Mendy,5,chelsea,CHE,GKP,3.9,2.8,,2020-10-09T00:00:14.848511Z,a,59,0.5,11.6,6.8,146,619,617,19,67,66,282,19,0,944288,557177,100.0,100.0,0,0,1,-1,3.3,6.6,51,10097,33792,0,0,7,14,0,0,29,0,282,,,,,,
593,Karlo Ziger,Ziger,5,chelsea,CHE,GKP,0.0,0.0,,,a,0,0.0,0.0,0.7,491,472,450,50,25,20,499,50,0,69901,22349,,,0,0,0,0,0.5,1.0,40,5368,2745,0,0,0,0,0,0,0,0,0,,,,,,
605,Faustino Anjorin,Anjorin,5,chelsea,CHE,MID,0.0,0.0,,,a,0,0.0,0.0,0.0,565,554,544,216,216,216,571,217,0,395,281,,,0,0,0,0,0.5,1.0,45,29,43,0,0,0,0,0,0,0,0,0,,,,,,
108,Michy Batshuayi,Batshuayi,6,crystal_palace,CRY,FWD,1.9,0.4,,2020-09-27T12:30:10.890923Z,a,21,0.1,3.7,0.6,347,218,137,40,34,39,261,37,0,58588,171334,100.0,100.0,0,0,-3,3,0.4,-0.6,57,729,1042,0,2,1,10,0,0,0,0,48,,,,,,
125,Gary Cahill,Cahill,6,crystal_palace,CRY,DEF,1.0,0.0,,2020-12-24T14:00:15.266963Z,a,6,0.0,1.3,0.1,279,297,297,107,90,99,317,106,0,13809,15716,100.0,100.0,0,0,0,0,0.0,-1.0,45,558,270,0,0,0,16,0,0,0,0,75,,,,,,
126,Wayne Hennessey,Hennessey,6,crystal_palace,CRY,GKP,0.0,0.0,Muscle injury - Unknown return date,2020-10-15T01:00:16.946989Z,i,0,0.0,0.0,0.3,508,491,476,57,34,30,516,57,0,6694,44019,0.0,0.0,0,0,-2,2,0.0,0.0,43,57,389,0,0,0,0,0,0,0,0,0,,,,,,
127,Mamadou Sakho,Sakho,6,crystal_palace,CRY,DEF,1.0,0.0,Thigh injury - Unknown return date,2021-01-08T23:00:20.006701Z,i,4,0.0,0.9,0.2,369,413,382,143,160,146,406,152,0,26071,28417,0.0,0.0,0,0,-1,1,0.0,0.0,44,16,552,0,0,0,8,0,0,0,0,33,,,,,,
128,Vicente Guaita,Guaita,6,crystal_palace,CRY,GKP,3.3,5.8,,,a,62,1.2,12.9,3.2,23,590,583,10,61,58,187,10,3,412808,406713,,,0,0,-2,2,5.8,4.8,48,15268,10398,0,0,3,33,1,0,56,9,318,,,,,,
129,James Tomkins,Tomkins,6,crystal_palace,CRY,DEF,3.0,3.0,,2020-11-06T15:00:15.437586Z,a,15,0.7,3.3,0.1,328,422,365,125,167,135,370,136,0,7267,4779,100.0,100.0,0,0,0,0,3.0,2.0,45,847,608,0,0,2,8,0,0,0,2,75,,,,,,
130,James McArthur,McArthur,6,crystal_palace,CRY,MID,2.5,3.4,,,a,43,0.7,8.3,0.1,120,101,245,43,70,125,148,78,0,7513,16328,,,0,0,-3,3,3.4,2.4,52,504,413,0,2,4,23,0,0,0,3,215,,,,,,
131,James McCarthy,McCarthy,6,crystal_palace,CRY,MID,1.7,0.6,,2020-10-14T10:00:21.275991Z,a,12,0.1,2.8,1.1,330,309,371,145,166,176,358,162,0,135332,233809,100.0,100.0,0,0,-2,2,0.6,-0.4,43,5647,4559,0,0,1,9,0,0,0,0,58,5.0,,,,,
132,Christian Benteke,Benteke,6,crystal_palace,CRY,FWD,2.6,2.0,,2021-01-02T17:30:14.117437Z,a,34,0.4,6.2,0.7,220,172,42,26,27,21,90,23,1,117097,89681,100.0,100.0,0,0,0,0,2.0,1.0,55,5578,8083,3,1,1,10,0,0,0,3,89,,,,,,
133,Cheikhou Kouyaté,Kouyaté,6,crystal_palace,CRY,MID,2.6,2.0,,,a,46,0.4,9.2,0.4,77,244,159,25,145,85,154,80,0,81460,80042,,,0,0,0,0,2.0,1.0,50,528,1876,1,0,3,26,0,0,0,2,232,,,,,,
134,Joel Ward,Ward,6,crystal_palace,CRY,DEF,2.8,2.6,,2020-10-29T14:30:19.985440Z,a,28,0.6,6.5,0.8,203,216,368,77,52,137,273,91,0,83025,160016,100.0,100.0,0,0,-2,2,2.6,1.6,43,2413,2712,0,1,3,16,0,0,0,2,143,,,,,,
135,Martin Kelly,Kelly,6,crystal_palace,CRY,DEF,0.0,0.0,Calf injury - Unknown return date,2020-12-04T19:00:20.235749Z,i,0,0.0,0.0,0.2,504,485,463,198,199,183,512,199,0,9443,77435,0.0,0.0,0,0,-4,4,0.0,0.0,41,47,516,0,0,0,0,0,0,0,0,0,,,,,,
136,Connor Wickham,Wickham,6,crystal_palace,CRY,FWD,0.0,0.0,Muscle injury - Unknown return date,2020-09-06T03:00:11.034332Z,i,0,0.0,0.0,0.7,539,524,511,60,64,64,547,65,0,64387,110896,0.0,0.0,0,0,-1,1,0.0,0.0,44,5435,4366,0,0,0,0,0,0,0,0,0,,,,,,
137,Andros Townsend,Townsend,6,crystal_palace,CRY,MID,3.3,2.8,,,a,56,0.5,10.0,1.3,92,16,129,31,13,69,46,29,0,392931,391208,,,0,0,-4,4,2.8,1.8,56,1344,3353,1,3,4,18,0,0,0,6,224,2.0,,4.0,,,
138,Luka Milivojevic,Milivojevic,6,crystal_palace,CRY,MID,1.4,2.2,,2021-01-03T17:30:23.119822Z,a,21,0.4,3.8,0.2,235,133,247,97,89,127,227,107,0,8810,59325,100.0,100.0,0,0,-4,4,2.2,1.2,56,161,252,0,0,2,22,0,0,0,0,136,3.0,,1.0,,1.0,
139,Patrick van Aanholt,van Aanholt,6,crystal_palace,CRY,DEF,1.8,0.2,,2020-08-15T10:00:11.682747Z,a,18,0.0,3.3,0.4,229,141,141,89,30,27,192,56,0,126727,111811,100.0,100.0,0,0,-1,1,0.2,-0.8,54,607,3515,0,2,0,20,0,0,0,0,140,4.0,,2.0,,2.0,
